Title,My,Calculated,Performance,Cinematography,Script,Plot,Mood,Source,Title type,Directors,AVG rating,IMDb Rating,Rotten Tom.,Metacritic,Runtime (mins),Year,Genres,# of IMDb votes,IMDb Top 250,1001 Must See…,Desire to see (A-F grading),Female dir.,Bechdel,LGBTQ Russo,Good Blu-ray,Foreign dir.,Netflix/Hulu streaming,LFPL,Wild & Woolly,description,US Release Date (month/day/year),URL,Created,Modified,MIDZ,1001 position,Female
Cave of Forgotten Dreams,,0,,,,,,,Documentary,Werner Herzog,84.6666666666667,7.3,95,86,90,2010,"documentary, history",6987,,Y,,,,,,,,,,1001 2013,,,10/14/2013,,2858,,
Ceddo,,0,,,,,,,Feature Film,Ousmane Sembene,68,6.8,,,120,1977,drama,288,,Y,,,,,,,,,,,1977-06,http://www.imdb.com/title/tt0077309/,,,435,447,
Celine and Julie Go Boating,,0,,,,,,,Feature Film,Jacques Rivette,75,7.5,,,193,1974,"comedy, drama, fantasy, mystery",2342,,Y,,,,,,,,,,,9/18/1974,http://www.imdb.com/title/tt0071381/,,,471,372,
Cellular,7,0,,,,,,,Feature Film,David R. Ellis,64,6.4,,,94,2004,"action, crime, drama, thriller",63519,,,,,,,,,,,,"Fun watch, but DVD extra of LA Rampart scandal (corrupt cops) was the most intellectually redeeming part of the experience!

DATE: 2005-03-09",9/10/2004,http://www.imdb.com/title/tt0337921/,Wed Mar  9 11:00:00 2005,Wed Aug 10 16:04:03 2011,1470,,
Center Stage,,0,,,,,,,Feature Film,Stanley Kwan,74,7.4,,,126,1992,"biography, drama, romance",824,,Y,,,,,,,,,,,2/20/1992,http://www.imdb.com/title/tt0102816/,,,235,123,
Certified Copy,,0,,,,,,,Feature Film,Abbas Kiarostami,71,7.1,,,106,2010,drama,9988,,,,,,,,,,,,,5/18/2010,http://www.imdb.com/title/tt1020773/,Tue May  3 12:00:00 2011,Wed Aug 10 16:04:04 2011,2677,,
Chained Heat,3,37,6,7,2,3,2,DV,Feature Film,Paul Nicholas,50,4.4,56,n/a,98,1983,"action, crime, drama, thriller",1370,,,recent,,3,,,,,,,,,,,11/9/2013,2899,,
Changeling,9,0,,,,,,,Feature Film,Clint Eastwood,78,7.8,,,141,2008,"drama, history, mystery, thriller",153485,,,,,,,,,,,,"Netflix

DATE: 2009-02-21",5/20/2008,http://www.imdb.com/title/tt0824747/,Sun Feb 22 11:00:00 2009,Wed Aug 10 16:04:04 2011,1623,,
Changing Lanes,,0,,,,,,,Feature Film,Roger Michell,64,6.4,,,98,2002,"drama, thriller",47441,,,,,,,,,,,,,4/7/2002,http://www.imdb.com/title/tt0264472/,Thu Dec 19 11:00:00 2002,Wed Aug 10 16:04:03 2011,2298,,
Charade,,0,,,,,,BD 2010 Criterion,Feature Film,Stanley Donen,80,8,,,113,1963,"comedy, mystery, romance, thriller",36624,,,B,,2,,Y,,Ne H+,LFPL Criterion,BD,,12/5/1963,http://www.imdb.com/title/tt0056923/,Mon Apr 12 12:00:00 2004,Wed Aug 10 16:04:03 2011,2413,,
Chariots of Fire,?,0,,,,,,,Feature Film,Hugh Hudson,72,7.2,,,124,1981,"drama, history, sport",27061,,Y,C,,,,,,,,,,3/30/1981,http://www.imdb.com/title/tt0082158/,,,390,462,
Charles Bradley: Soul of America,10,98,10,9,10,10,10,,Documentary,Poull Brien,79.5,6.6,93,n/a,75,2012,"documentary, biography, music",204,,,recent,,,,,,,,,,3/9/2012,http://www.imdb.com/title/tt2125467/,Thu Jul 25 18:51:41 2013,Thu Jul 25 18:51:41 2013,2057,,
Charlie and the Chocolate Factory,6,0,,,,,,,Feature Film,Tim Burton,67,6.7,,,115,2005,"adventure, comedy, family, fantasy",216083,,,,,,,,,,,,,7/10/2005,http://www.imdb.com/title/tt0367594/,Mon May 30 12:00:00 2005,Wed Aug 10 16:04:03 2011,1479,,
Charlie Rose: The Great Mysteries of the Human Brain,9,0,,,,,,,TV Episode,,0,,,,,1991,"news, talk_show",0,,,,,,,,,,,,The first in a 13-episode series. http://www.charlierose.com/view/collection/10702,10/29/2009,http://www.imdb.com/title/tt1679876/,Sun Sep 18 12:17:22 2011,Sun Sep 18 12:17:45 2011,2711,,
Charlie Wilson's War,8,0,,,,,,,Feature Film,Mike Nichols,71,7.1,,,102,2007,"biography, comedy, drama, history",72428,,,,,,,,,,,,,12/10/2007,http://www.imdb.com/title/tt0472062/,Sun Jun 12 12:00:00 2011,Wed Aug 10 16:04:04 2011,1876,,
Charlie's Angels,8,0,,,,,,,Feature Film,McG,55,5.5,,,98,2000,"action, adventure, comedy, crime, thriller",116630,,,recent,,3,,,,,,,,,,,12/14/2013,2952,,
Charlie's Angels: Full Throttle,,0,,,,,,,Feature Film,McG,47,4.7,,,106,2003,"action, adventure, comedy, crime",80956,,,,,,,,,,,,,6/18/2003,http://www.imdb.com/title/tt0305357/,Fri Aug  9 12:00:00 2002,Wed Aug 10 16:04:03 2011,2254,,
Charly,,0,,,,,,,Feature Film,Ralph Nelson,71,7.1,,,103,1968,"drama, sci_fi",3997,,,,,,,,,,,,,1968-06,http://www.imdb.com/title/tt0062794/,Wed Sep 19 12:00:00 2001,Wed Aug 10 16:04:02 2011,2172,,
Che: Part One,9,0,,,,,,,Feature Film,Steven Soderbergh,71,7.1,,,134,2008,"biography, drama, history, war",30155,,,,,,,,,,,,,5/21/2008,http://www.imdb.com/title/tt0892255/,Wed Jan 28 11:00:00 2009,Wed Aug 10 16:04:04 2011,1620,,
Che: Part Two,7,0,,,,,,,Feature Film,Steven Soderbergh,68,6.8,,,135,2008,"biography, drama, history, war",21560,,,,,,,,,,,,,5/21/2008,http://www.imdb.com/title/tt0374569/,Sun Jan 25 11:00:00 2009,Wed Aug 10 16:04:04 2011,1618,,
Cheaper by the Dozen,8,0,,,,,,,Feature Film,Shawn Levy,56,5.6,,,98,2003,"comedy, family",53811,,,,,,,,,,,,"Fun times.  Poor Megan had a high fever, so this is one of the DVDs we rented.

DATE: 2004-04-12",12/25/2003,http://www.imdb.com/title/tt0349205/,Tue Apr 13 12:00:00 2004,Wed Aug 10 16:04:03 2011,1424,,
Chef Academy,9,0,,,,,,,TV Series,,67,6.7,,,60,2009,reality_tv,49,,,,,,,,,,,,,11/16/2009,http://www.imdb.com/title/tt1245440/,Mon Jan 11 11:00:00 2010,Wed Aug 10 16:04:04 2011,1740,,
Chicken Run,7,0,,,,,,,Feature Film,"Peter Lord, Nick Park",71,7.1,,,84,2000,"animation, family, comedy",100504,,,,,,,,,,,,,6/21/2000,http://www.imdb.com/title/tt0120630/,Tue Jun 13 12:00:00 2000,Wed Aug 10 16:04:03 2011,1152,,
Children of a Lesser God,,0,,,,,,,Feature Film,Randa Haines,76,7.1,81,n/a,119,1986,"drama, romance",8723,,Y,,Y,,,,,Ne,,,,9/13/1986,http://www.imdb.com/title/tt0090830/,,,328,485,
Children of Men,8,0,,,,,,,Feature Film,Alfonso CuarÃ³n,79,7.9,,,109,2006,"adventure, drama, sci_fi, thriller",277955,,,,,3,,,,,,,,9/3/2006,http://www.imdb.com/title/tt0206634/,Sat Mar 12 11:00:00 2011,Wed Aug 10 16:04:04 2011,1851,,
Children of Paradise,9,90,10,9,9,8,9,BD 2012 Criterion,Feature Film,Marcel Carné‎,91,8.1,97,95,190,1945,"drama, romance",10974,,Y,recent,,2,,,,H+,,DV Criterion,Fantastic DVDs and extra features.,3/9/1945,http://www.imdb.com/title/tt0037674/,,11/11/2013,841,781,
Chimes at Midnight,,0,,,,,,,Feature Film,Orson Welles,85.5,7.8,93,n/a,113,1965,"comedy, drama, war",3102,,Y,,,,,,,,,,,12/22/1965,http://www.imdb.com/title/tt0059012/,,,600,596,
Chimpanzee,9,90,9,10,9,8,9,,Documentary,"Alastair Fothergill, Mark Linfield",66.6666666666667,6.9,74,57,78,2012,documentary,3204,,,,,,,Y,,,,,,3/31/2012,http://www.imdb.com/title/tt1222815/,Sat Jul 20 14:27:31 2013,Sat Jul 20 14:27:31 2013,2054,,
Chin gei bin,,0,,,,,,,Feature Film,"Dante Lam, Donnie Yen",55,5.5,,,107,2003,"action, adventure, comedy, horror",3411,,,,,,,,,,,,,3/8/2003,http://www.imdb.com/title/tt0351887/,Mon Jun  9 12:00:00 2003,Wed Aug 10 16:04:03 2011,2351,,
Chinatown,8,0,,,,,,,Feature Film,Roman Polanski,84,8.4,,,130,1974,"crime, drama, mystery, thriller",141432,Y,Y,,,,,,,Ne,,,,6/20/1974,http://www.imdb.com/title/tt0071315/,,,83,249,
Chitty Chitty Bang Bang,,0,,,,,,,Feature Film,Ken Hughes,67.5,6.7,68,n/a,144,1968,"comedy, family, fantasy, musical, sci_fi",19162,,,,,3?,,,,,,,,12/16/1968,http://www.imdb.com/title/tt0062803/,Sun Jan 27 18:03:33 2013,Sun Jan 27 18:03:33 2013,1975,,
Chocolat,,0,,,,,,,Feature Film,Claire Denis,69.5,6.9,70,n/a,105,1988,,1438,,,,Y,,,,Fr.,DVD,Az Vu Blu,,,,,,,1017,,
Chocolat,7,0,,,,,,,Feature Film,Lasse HallstrÃ¶m,72,7.2,,,121,2000,"drama, romance",114031,,,,,,,,,,,,,12/15/2000,http://www.imdb.com/title/tt0241303/,Sun Jan 28 11:00:00 2001,Wed Aug 10 16:04:03 2011,1166,,
Christ Stopped at Eboli,,0,,,,,,,TV Movie,Frencesco Rosi,75,7.4,76,n/a,150,1979,"drama, history, war",1005,,Y,,,,,,Ita.,,,,1001 2013,,,10/14/2013,,2843,,
Christmas Vacation,9,0,,,,,,,Feature Film,Jeremiah Chechik,74,7.4,,,97,1989,comedy,71914,,,,,,,,,,,,,11/30/1989,http://www.imdb.com/title/tt0097958/,Mon Dec 24 19:00:59 2012,Mon Dec 24 19:00:59 2012,1967,,
Christopher Strong,,0,,,,,,,Feature Film,Dorothy Arzner,62,6.2,,,78,1933,drama,711,,,B,Y,,,,,,,,,,,11/3/2013,,2892,,
Chronicle of a Summer,,0,,,,,,,Documentary,"Edgar Morin, Jean Rouch",74,7.4,,,85,1961,documentary,773,,Y,,,,,,,,,,,10/20/1961,http://www.imdb.com/title/tt0054745/,,,661,645,
Chungking Express,,0,,,,,,,Feature Film,Kar Wai Wong,80,8,,,98,1994,"drama, mystery, romance",27592,,Y,,,,,,,,,,,1994-08,http://www.imdb.com/title/tt0109424/,,,209,84,
"Ciao, Professore!",,0,,,,,,,Feature Film,Lina Wertmüller,68,6.8,,,100,1992,comedy,966,,,,Y,,,,Ita.,DVD,Az DVD,DVD,,,,,,1044,,
Cidade dos Homens,,0,,,,,,,TV Series,,76,7.6,,,30,2002,"comedy, crime, drama",1825,,,,,,,,,,,,,10/15/2002,http://www.imdb.com/title/tt0364801/,Wed Oct  2 10:12:18 2013,Wed Oct  2 10:12:18 2013,2811,,
Cinderella Man,9,0,,,,,,,Feature Film,Ron Howard,79,7.9,,,144,2005,"biography, drama, romance, sport",114456,,,,,,,,,,,,"Hollywood DVD rental. Gotta love boxing movies.

DATE: 2006-01-28",5/23/2005,http://www.imdb.com/title/tt0352248/,Sat Jan 28 11:00:00 2006,Wed Aug 10 16:04:03 2011,1512,,
Cinema Paradiso,,0,,,,,,,Feature Film,Giuseppe Tornatore,84,8.4,89,79,155,1988,drama,89086,Y,Y,C,,?,,,,Ne,,,,9/29/1988,http://www.imdb.com/title/tt0095765/,,,280,5,
Cinema Verite,,0,,,,,,,TV Movie,"Shari Springer Berman, Robert Pulcini",64,6.4,,,86,2011,drama,2269,,,,Y,,,,,,,,,4/23/2011,http://www.imdb.com/title/tt1623742/,Thu Jul 14 12:00:00 2011,Wed Aug 10 16:04:04 2011,2696,,
Citizen Kane,8,0,,,,,,,Feature Film,Orson Welles,92.5,8.5,100,n/a,119,1941,"drama, mystery",207802,Y,Y,,,1,,Y,,,,,,5/1/1941,http://www.imdb.com/title/tt0033467/,,,98,771,
City by the Sea,,0,,,,,,,Feature Film,Michael Caton-Jones,61,6.1,,,108,2002,"crime, drama, mystery, thriller",18517,,,,,,,,,,,,,9/6/2002,http://www.imdb.com/title/tt0269095/,Mon Sep  9 12:00:00 2002,Wed Aug 10 16:04:03 2011,2262,,
City Island,,0,,,,,,,Feature Film,Raymond De Felitta,73,7.3,,,104,2009,"comedy, drama",21694,,,,,,,,,,,,,3/23/2009,http://www.imdb.com/title/tt1174730/,Mon Mar 14 12:00:00 2011,Wed Aug 10 16:04:04 2011,2665,,
City Lights,9,0,,,,,,BD 2013 Criterion,Feature Film,Charlie Chaplin,92,8.6,98,n/a,87,1931,"comedy, drama, romance",60119,Y,Y,,,3,,Y,,H+,,BD,BD coming 11/2013,1/30/1931,http://www.imdb.com/title/tt0021749/,10/20/2013,,57,753,
City of God,9,0,,,,,,,Feature Film,"Fernando Meirelles, KÃ¡tia Lund",87,8.7,,,130,2002,"crime, drama",338083,Y,Y,,,1,,,,,,,,5/18/2002,http://www.imdb.com/title/tt0317248/,,,22,50,
Clash of the Titans,9,0,,,,,,,Feature Film,Desmond Davis,67,6.7,,,118,1981,"adventure, fantasy",26946,,,,,,,,,,,,,6/12/1981,http://www.imdb.com/title/tt0082186/,Fri Mar 23 11:00:00 2001,Wed Aug 10 16:04:03 2011,1181,,
Classic Albums: Elvis Presley,8,0,,,,,,,Documentary,Jeremy Marre,74,7.4,,,60,2001,"documentary, music",61,,,,,,,,,,,,,3/12/2001,http://www.imdb.com/title/tt0923636/,Thu Aug 15 19:36:19 2013,Thu Aug 15 19:36:19 2013,2068,,
Classic Albums: The Band - The Band,9,0,,,,,,,Documentary,Bob Smeaton,74,7.4,,,75,1997,"documentary, music",96,,,,,,,,,,,,,9/24/1997,http://www.imdb.com/title/tt0259254/,Thu Jan  3 20:05:17 2013,Thu Jan  3 20:05:17 2013,1970,,
Cleo from 5 to 7,8,85,9,8,9,9,8,DV 2000 Criterion,Feature Film,Agnès Varda,86,7.7,95,n/a,90,1962,"comedy, drama, music",4952,,Y,recent,Y,3,,,Belg.,H+ DVD,LFPL requ. Criterion,DV Criterion,Watched on H+. Juxatopsition of fear and joy on an early summer evening on the streets of Paris.,4/11/1962,http://www.imdb.com/title/tt0055852/,,10/26/2013,646,581,1962
Clerks.,,0,,,,,,,Feature Film,Kevin Smith,78,7.8,,,92,1994,comedy,140498,,Y,,,,,,,,,,,1994-01,http://www.imdb.com/title/tt0109445/,,,208,83,
Cliffhanger,8,0,,,,,,,Feature Film,Renny Harlin,63,6.3,,,112,1993,"action, adventure, thriller",71678,,,,,,,,,,,,,5/20/1993,http://www.imdb.com/title/tt0106582/,Wed Mar 28 11:00:00 2001,Wed Aug 10 16:04:03 2011,1186,,
Cloak & Dagger,,0,,,,,,,Feature Film,Richard Franklin,62,6.2,,,101,1984,"action, family, adventure, crime, thriller, mystery",4159,,,,,,,,,,,,,7/13/1984,http://www.imdb.com/title/tt0087065/,Fri Jun  1 12:00:00 2001,Wed Aug 10 16:04:03 2011,1211,,
Close Encounters of the Third Kind,?,0,,,,,,,Feature Film,Steven Spielberg,77,7.7,,,137,1977,"adventure, drama, sci_fi",98718,,Y,,,,,,,,,,,11/15/1977,http://www.imdb.com/title/tt0075860/,,,428,319,
Closely Watched Trains,,0,,,,,,,Feature Film,JirÃ­ Menzel,77,7.7,,,93,1966,"comedy, drama, war",6010,,Y,,,,,,,,,,,11/18/1966,http://www.imdb.com/title/tt0060802/,,,589,670,
Closer,9,0,,,,,,,Feature Film,Mike Nichols,73,7.3,,,104,2004,"drama, romance",134879,,,,,,,,,,,,,12/3/2004,http://www.imdb.com/title/tt0376541/,Wed Aug 29 12:00:00 2007,Wed Aug 10 16:04:04 2011,1574,,
Close-Up,,0,,,,,,,Feature Film,Abbas Kiarostami,79,7.9,,,98,1990,"crime, drama",4572,,Y,,,,,,,,,,,1990-09,http://www.imdb.com/title/tt0100234/,,,258,74,
Cloud Atlas,10,95,9,10,9,9,10,Xd,Feature Film,"Tom Tykwer, Andy Wachowski",65.6666666666667,7.6,66,55,172,2012,"adventure, drama, sci_fi",173595,,,,Y,3,3,Y,,,,,,9/8/2012,http://www.imdb.com/title/tt1371111/,Thu Dec  6 06:26:16 2012,Thu Dec  6 06:26:16 2012,1961,,
Cloudy with a Chance of Meatballs,8,0,,,,,,,Feature Film,"Phil Lord, Chris Miller",70,7,,,90,2009,"animation, comedy, family, fantasy",86343,,,,,,,,,,,,,9/16/2009,http://www.imdb.com/title/tt0844471/,Thu Jan  7 11:00:00 2010,Wed Aug 10 16:04:04 2011,2581,,
Cloverfield,8,0,,,,,,,Feature Film,Matt Reeves,71,7.1,,,85,2008,"action, sci_fi, thriller",224261,,,,,,,,,,,,"Hollywood with Kurt and TJ. Got sick for some reason.

DATE: 2008-02-01",1/16/2008,http://www.imdb.com/title/tt1060277/,Wed Nov 28 11:00:00 2007,Wed Aug 10 16:04:04 2011,1580,,
Clueless,?,0,,,,,,,Feature Film,Amy Heckerling,66,6.6,,,97,1995,"comedy, romance",73937,,Y,,Y,,,,,,,,,7/19/1995,http://www.imdb.com/title/tt0112697/,,,200,202,
Coach Carter,8,0,,,,,,,Feature Film,Thomas Carter,70,7,,,136,2005,"drama, sport",62795,,,,,,,,,,,,"Inspiring but predictable. Great DVD extras.  Rented from Hollywood.

DATE: 2005-08-08",1/13/2005,http://www.imdb.com/title/tt0393162/,Mon Aug  8 12:00:00 2005,Wed Aug 10 16:04:03 2011,1493,,
Coco Chanel & Igor Stravinsky,,0,,,,,,,Feature Film,Jan Kounen,62,6.2,,,119,2009,"drama, music",3332,,,,,,,,,,,,,5/24/2009,http://www.imdb.com/title/tt1023441/,Sat Dec 25 11:00:00 2010,Wed Aug 10 16:04:04 2011,2640,,
Code Unknown: Incomplete Tales of Several Journeys,,0,,,,,,,Feature Film,Michael Haneke,70,7,,,118,2000,"drama, romance, war",6175,,,,,,,,,,,,,5/19/2000,http://www.imdb.com/title/tt0216625/,Mon May 20 12:00:00 2002,Wed Aug 10 16:04:03 2011,2246,,
Cold Mountain,8,0,,,,,,,Feature Film,Anthony Minghella,72,7.2,,,154,2003,"drama, romance, war",93989,,,,,,,,,,,,Bought the DVD at Hollywood Video.  Finally got to watch it for my 24th birthday.  Fine film!,12/25/2003,http://www.imdb.com/title/tt0159365/,Fri Oct 31 11:00:00 2003,Wed Aug 10 16:04:03 2011,1389,,
Coldplay Live 2012,10,0,,,,,,,Video,Paul Dugdale,63,6.3,,,,2012,music,317,,,,,,,Y,,,,,,11/13/2012,http://www.imdb.com/title/tt2471670/,Sun Mar 24 14:10:19 2013,Sun Mar 24 14:10:19 2013,1995,,
Collateral,7,0,,,,,,,Feature Film,Michael Mann,76,7.6,,,120,2004,"crime, drama, thriller",222878,,,,,,,,,,,,"Rented at Hollywood video. Decent flick, but it's been a few months since I saw it; can't recall any huge revelation from the film or life impacting moments.",8/5/2004,http://www.imdb.com/title/tt0369339/,Sun Mar  6 11:00:00 2005,Wed Aug 10 16:04:03 2011,1469,,
Collision: Christopher Hitchens vs. Douglas Wilson,,0,,,,,,,Documentary,Darren Doane,68,6.8,,,90,2009,documentary,180,,,,,,,,,,,,,10/27/2009,http://www.imdb.com/title/tt1572150/,Sun Jan 23 11:00:00 2011,Wed Aug 10 16:04:04 2011,2646,,
Come and See,,0,,,,,,,Feature Film,E. Klimov,81,8.1,,,136,1985,"drama, history, war",17326,,Y,,,,,,Russ.,,,,,1985-07,http://www.imdb.com/title/tt0091251/,,,332,285,
Come Drink with Me,,0,,,,,,,Feature Film,King Chuan,70,7,,,91,1966,crime,1635,,Y,,,,,,,,,,,4/7/1966,http://www.imdb.com/title/tt0059079/,,,581,151,
Comedians in Cars Getting Coffee,8,0,,,,,,,TV Series,,74,7.4,,,13,2012,"comedy, talk_show",631,,,,,,,,,,,,,7/19/2012,http://www.imdb.com/title/tt2314952/,Tue Jun 11 20:20:30 2013,Tue Jun 11 20:20:30 2013,2043,,
Conan,8,0,,,,,,,TV Series,,77,7.7,,,60,2010,"comedy, music, talk_show",10035,,,,,,,,,,,,,11/8/2010,http://www.imdb.com/title/tt1637574/,Mon Feb 21 11:00:00 2011,Wed Aug 10 16:04:04 2011,1847,,
Conan O'Brien Can't Stop,8,0,,,,,,,Documentary,Rodman Flender,69,6.9,,,89,2011,"documentary, comedy, music",4267,,,,,,,,,,,,,3/13/2011,http://www.imdb.com/title/tt1864288/,Tue Oct  4 18:39:38 2011,Tue Oct  4 18:39:38 2011,1895,,
Conspiracy Theory,8,0,,,,,,,Feature Film,Richard Donner,66,6.6,,,135,1997,"action, crime, mystery, romance, thriller",56619,,,,,,,,,,,,,8/7/1997,http://www.imdb.com/title/tt0118883/,Sat Aug 13 03:18:39 2011,Wed Aug 10 16:04:03 2011,1156,,
Constantine,,0,,,,,,BD 2008 Warner,Feature Film,Francis Lawrence,54.6666666666667,6.8,46,50,121,2005,"fantasy, horror",166704,,,C,,1,,Y,,DVD,LFPL Iro Az Vu AzBlu,DV,,2/8/2005,http://www.imdb.com/title/tt0360486/,Sun Jun 20 12:00:00 2004,Wed Aug 10 16:04:03 2011,2430,,
Contact,8,0,,,,,,,Feature Film,Robert Zemeckis,73,7.3,,,150,1997,"drama, mystery, sci_fi, thriller",143582,,,,,,,,,,,,,7/11/1997,http://www.imdb.com/title/tt0118884/,Thu Oct 12 12:00:00 2000,Wed Aug 10 16:04:03 2011,1155,,
Contempt (Le Mépris),,0,,,,,,BD 2010 Lionsgate,Feature Film,Jean-Luc Godard,85,7.7,93,n/a,103,1963,drama,13606,,Y,C,,1,,Y,,,,,Fritz Lang is in it. CinemaScope 2.35:1,10/29/1963,http://www.imdb.com/title/tt0057345/,1/15/2014,,628,650,
Control,10,0,,,,,,,Feature Film,Anton Corbijn,76,7.6,,,122,2007,"biography, drama, music",39313,,,,,,,,,,,,,5/17/2007,http://www.imdb.com/title/tt0421082/,Tue Nov 10 11:00:00 2009,Wed Aug 10 16:04:04 2011,1698,,
Control Room,9,88,9,8,9,9,9,DV 2004 Lions,Documentary,Jehane Noujaim,83.6666666666667,7.6,96,79,84,2004,documentary,4387,,,recent,Y,,,,Egyp-Am,,LFPL Main,,,2004-01,http://www.imdb.com/title/tt0391024/,Tue Jan 11 11:00:00 2005,11/9/2013,2454,,
Conviction,9,0,,,,,,,Feature Film,Tony Goldwyn,71,7.1,,,107,2010,"biography, drama",25892,,,,,,,,,,,,,9/11/2010,http://www.imdb.com/title/tt1244754/,Mon Jun  6 12:00:00 2011,Wed Aug 10 16:04:04 2011,1870,,
Cool Hand Luke,8,0,,,,,,,Feature Film,Stuart Rosenberg,82,8.2,,,126,1967,"crime, drama",80854,,Y,,,,,Y,,,,,,11/1/1967,http://www.imdb.com/title/tt0061512/,,,89,546,
Copycat,8,0,,,,,,,Feature Film,Jon Amiel,65,6.5,,,123,1995,"crime, drama, mystery, thriller",33982,,,,,,,,,,,,,10/27/1995,http://www.imdb.com/title/tt0112722/,Sat Dec  6 11:00:00 2003,Wed Aug 10 16:04:03 2011,1400,,
Copying Beethoven,,0,,,,,,,Feature Film,Agnieszka Holland,47.5,6.7,28,,104,2006,"biography, drama, music",8906,,,,Y,,,,Pol.,,,,,7/30/2006,http://www.imdb.com/title/tt0424908/,Tue Oct 31 11:00:00 2006,Wed Aug 10 16:04:03 2011,2495,,
"Corrina, Corrina",,0,,,,,,,Feature Film,Jessie Nelson,61,6.1,,,115,1994,"comedy, drama, romance",7977,,,,Y,,,,,,,,,8/12/1994,http://www.imdb.com/title/tt0109484/,Mon Sep 16 08:56:32 2013,Mon Sep 16 08:56:32 2013,2806,,
Cosmic Voyage,9,0,,,,,,,Documentary,Bayley Silleck,73,7.3,,,36,1996,documentary,522,,,,,,,,,,,,,8/9/1996,http://www.imdb.com/title/tt0115952/,Sun Aug  4 05:56:49 2013,Sun Aug  4 05:56:49 2013,2061,,
CQ,,0,,,,,,,Feature Film,Roman Coppola,61,6.1,,,88,2001,"drama, comedy, sci_fi",3776,,,,,,,,,,,,,5/12/2001,http://www.imdb.com/title/tt0254199/,Sat May 18 12:00:00 2002,Wed Aug 10 16:04:03 2011,2245,,
Craig Ferguson: I'm Here to Help,8,0,,,,,,,TV Movie,Jay Chapman,66,6.6,,,81,2013,comedy,139,,,,,,,,,,,,,1/1/2013,http://www.imdb.com/title/tt2523852/,Sun Mar 24 16:24:51 2013,Sun Mar 24 16:24:51 2013,1996,,
Craig's Wife,,0,,,,,,,Feature Film,Dorothy Arzner,73,7.3,,,73,1936,drama,385,,,,Y,,,,,,,,,,,11/3/2013,,2893,,
Craigslist Joe,,0,,,,,,,Documentary,Joseph Garner,65,6.5,,,90,2012,"documentary, adventure",2055,,,,,,,,,,,,,8/2/2012,http://www.imdb.com/title/tt1486616/,Tue Oct 30 14:32:13 2012,Tue Oct 30 14:32:13 2012,2741,,
Crank,,0,,,,,,,Feature Film,Taylor Neveldine,69,6.9,,,88,2006,"action, crime, thriller",147027,,,,,,,,,,,,,8/31/2006,http://www.imdb.com/title/tt0479884/,Sat Apr 28 07:29:08 2012,Sat Apr 28 07:29:08 2012,2733,,
Crash,9,0,,,,,,,Feature Film,Paul Haggis,79,7.9,,,112,2004,drama,289864,,,,,,,,,,,,"Hollywood DVD rental. Amazingly shocking moments in this film.

DATE: 2005-11-12",9/10/2004,http://www.imdb.com/title/tt0375679/,Tue May 24 12:00:00 2005,Wed Aug 10 16:04:03 2011,1477,,
Crazy Heart,8,0,,,,,,,Feature Film,Scott Cooper,73,7.3,,,112,2009,"drama, music, romance",48477,,,,,,,,,,,,,12/6/2009,http://www.imdb.com/title/tt1263670/,Wed Apr 28 12:00:00 2010,Wed Aug 10 16:04:04 2011,1782,,
Creation,,0,,,,,,,Feature Film,Jon Amiel,66,6.6,,,108,2009,"biography, drama",8985,,,,,,,,,,,,,9/10/2009,http://www.imdb.com/title/tt0974014/,Sun Sep 13 12:00:00 2009,Wed Aug 10 16:04:03 2011,2535,,
Cria Cuervos,,0,,,,,,,Feature Film,Carlos Saura,79,7.9,,,110,1976,drama,3821,,Y,,,,,,,,,,,1/26/1976,http://www.imdb.com/title/tt0074360/,,,442,316,
Cries & Whispers,,0,,,,,,,Feature Film,Ingmar Bergman,84.5,7.9,90,,91,1972,"drama, romance",13854,,Y,B,,3,,,,H+,LFPL High 2001 Criterion,DV,,12/21/1972,http://www.imdb.com/title/tt0069467/,,,496,304,
Crimes and Misdemeanors,,0,,,,,,,Feature Film,Woody Allen,80,8,,,104,1989,"comedy, drama",31005,,Y,,,,,,,,,,,10/13/1989,http://www.imdb.com/title/tt0097123/,,,269,67,
Crocodile Dundee,8,0,,,,,,,Feature Film,Peter Faiman,65,6.5,,,97,1986,"adventure, comedy",57414,,,,,,,,,,,,,4/24/1986,http://www.imdb.com/title/tt0090555/,Sun Jul  1 12:00:00 2001,Wed Aug 10 16:04:03 2011,1230,,
Crocodile Dundee II,8,0,,,,,,,Feature Film,John Cornell,53,5.3,,,108,1988,"action, adventure, comedy",34746,,,,,,,,,,,,,5/20/1988,http://www.imdb.com/title/tt0092493/,Sun Jul  1 12:00:00 2001,Wed Aug 10 16:04:03 2011,1231,,
Crocodile Dundee in Los Angeles,6,0,,,,,,,Feature Film,Simon Wincer,46,4.6,,,92,2001,"adventure, comedy",15556,,,,,,,,,,,,,4/12/2001,http://www.imdb.com/title/tt0231402/,Sat Mar 17 11:00:00 2001,Wed Aug 10 16:04:03 2011,1179,,
Crossfire,,0,,,,,,,Feature Film,"Gary S. Lipsky, Joe Zimmerman",60,6,,,90,1998,"action, adventure, drama",41,,,,,,,,,,,,,1998-09,http://www.imdb.com/title/tt0211323/,Tue Apr  3 12:00:00 2001,Wed Aug 10 16:04:02 2011,2122,,
