"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"365","tt0077651","Thu Nov 17 23:55:50 2011","Thu Nov 17 23:55:50 2011","","Halloween","Feature Film","John Carpenter","7.9","91","1978","drama, horror, thriller","138952","1978-10-25","http://www.imdb.com/title/tt0077651/"
"366","tt0082495","Thu Nov 17 23:56:55 2011","Thu Nov 17 23:56:55 2011","","Halloween II","Feature Film","Rick Rosenthal","6.5","92","1981","horror, thriller","44339","1981-10-30","http://www.imdb.com/title/tt0082495/"
"367","tt0085636","Thu Nov 17 23:57:31 2011","Thu Nov 17 23:57:31 2011","","Halloween III: Season of the Witch","Feature Film","Tommy Lee Wallace","4.4","98","1982","horror, sci_fi","25239","1982-10-22","http://www.imdb.com/title/tt0085636/"
"368","tt0095271","Thu Nov 17 23:57:44 2011","Thu Nov 17 23:57:44 2011","","Halloween 4: The Return of Michael Myers","Feature Film","Dwight H. Little","5.9","88","1988","horror, thriller","25823","1988-10-21","http://www.imdb.com/title/tt0095271/"
"369","tt0097474","Thu Nov 17 23:58:21 2011","Thu Nov 17 23:58:21 2011","","Halloween 5","Feature Film","Dominique Otherin-Girard","5.1","96","1989","horror, thriller","19949","1989-10-13","http://www.imdb.com/title/tt0097474/"
"370","tt0113253","Thu Nov 17 23:59:48 2011","Thu Nov 17 23:59:48 2011","","Halloween: The Curse of Michael Myers","Feature Film","Joe Chappelle","4.9","87","1995","horror, thriller","17971","1995-09-29","http://www.imdb.com/title/tt0113253/"
"371","tt0120694","Fri Nov 18 00:00:28 2011","Fri Nov 18 00:00:28 2011","","Halloween H20: 20 Years Later","Feature Film","Steve Miner","5.6","86","1998","horror, thriller","44188","1998-07-27","http://www.imdb.com/title/tt0120694/"
"372","tt0220506","Fri Nov 18 00:00:43 2011","Fri Nov 18 00:00:43 2011","","Halloween: Resurrection","Feature Film","Rick Rosenthal","4.1","94","2002","horror, thriller","24156","2002-07-01","http://www.imdb.com/title/tt0220506/"
"373","tt0373883","Fri Nov 18 00:01:48 2011","Fri Nov 18 00:01:48 2011","","Halloween","Feature Film","Rob Zombie","6.1","109","2007","horror","80583","2007-08-31","http://www.imdb.com/title/tt0373883/"
"374","tt1311067","Fri Nov 18 00:02:07 2011","Fri Nov 18 00:02:07 2011","","Halloween II","Feature Film","Rob Zombie","4.9","105","2009","horror","32260","2009-08-28","http://www.imdb.com/title/tt1311067/"
"375","tt1502407","Fri Nov 18 00:02:51 2011","Fri Nov 18 00:02:51 2011","","Halloween","Feature Film","","","","????","horror","","","http://www.imdb.com/title/tt1502407/"
"376","tt0206314","Fri Nov 18 00:03:32 2011","Fri Nov 18 00:03:32 2011","","Joy Ride","Feature Film","John Dahl","6.6","97","2001","mystery, thriller","49253","2001-09-09","http://www.imdb.com/title/tt0206314/"
"377","tt1140941","Fri Nov 18 00:03:42 2011","Fri Nov 18 00:03:42 2011","","Joy Ride 2: Dead Ahead","Video","Louis Morneau","5.1","91","2008","crime, horror, thriller","5703","2008-10-07","http://www.imdb.com/title/tt1140941/"
"378","tt0295700","Fri Nov 18 00:04:28 2011","Fri Nov 18 00:04:28 2011","","Wrong Turn","Feature Film","Rob Schmidt","6.1","84","2003","horror","78699","2003-05-30","http://www.imdb.com/title/tt0295700/"
"379","tt0804555","Fri Nov 18 00:04:40 2011","Fri Nov 18 00:04:40 2011","","Wrong Turn 2: Dead End","Video","Joe Lynch","5.5","93","2007","horror","25847","2007-08-25","http://www.imdb.com/title/tt0804555/"
"380","tt1261978","Fri Nov 18 00:05:07 2011","Fri Nov 18 00:05:07 2011","","Wrong Turn 3: Left for Dead","Video","Declan O'Brien","4.6","92","2009","horror","14214","2009-10-08","http://www.imdb.com/title/tt1261978/"
"381","tt1865567","Fri Nov 18 00:05:21 2011","Fri Nov 18 00:05:21 2011","","Wrong Turn 4: Bloody Beginnings","Feature Film","Declan O'Brien","4.5","93","2011","horror","14427","2011-10-25","http://www.imdb.com/title/tt1865567/"
"382","tt0120524","Fri Nov 18 00:06:33 2011","Fri Nov 18 00:06:33 2011","","Wishmaster","Feature Film","Robert Kurtzman","5.7","90","1997","fantasy, horror","14217","1997-09-19","http://www.imdb.com/title/tt0120524/"
"383","tt0156182","Fri Nov 18 00:07:00 2011","Fri Nov 18 00:07:00 2011","","Wishmaster 2: Evil Never Dies","Video","Jack Sholder","5.2","96","1999","fantasy, horror","5199","1999-03-12","http://www.imdb.com/title/tt0156182/"
"384","tt0254871","Fri Nov 18 00:07:15 2011","Fri Nov 18 00:07:15 2011","","Wishmaster 3: Beyond the Gates of Hell","Video","Chris Angel","3.5","89","2001","fantasy, horror","2764","2001-09-20","http://www.imdb.com/title/tt0254871/"
"385","tt0254872","Fri Nov 18 00:08:04 2011","Fri Nov 18 00:08:04 2011","","Wishmaster 4: The Prophecy Fulfilled","Video","Chris Angel","4.0","90","2002","fantasy, horror, romance","2173","2002-01-17","http://www.imdb.com/title/tt0254872/"
"386","tt0102059","Fri Nov 18 00:10:08 2011","Fri Nov 18 00:10:08 2011","","Hot Shots!","Feature Film","Jim Abrahams","6.7","84","1991","comedy","69749","1991-07-31","http://www.imdb.com/title/tt0102059/"
"387","tt0107144","Fri Nov 18 00:10:53 2011","Fri Nov 18 00:10:53 2011","","Hot Shots! Part Deux","Feature Film","Jim Abrahams","6.5","86","1993","action, comedy","59260","1993-05-21","http://www.imdb.com/title/tt0107144/"
"388","tt0095705","Fri Nov 18 00:11:18 2011","Fri Nov 18 00:11:18 2011","","The Naked Gun: From the Files of Police Squad!","Feature Film","David Zucker","7.6","85","1988","comedy, crime","100202","1988-12-02","http://www.imdb.com/title/tt0095705/"
"389","tt0102510","Fri Nov 18 00:11:36 2011","Fri Nov 18 00:11:36 2011","","The Naked Gun 2½: The Smell of Fear","Feature Film","David Zucker","6.8","85","1991","comedy, crime","73997","1991-06-28","http://www.imdb.com/title/tt0102510/"
"390","tt0110622","Fri Nov 18 00:11:57 2011","Fri Nov 18 00:11:57 2011","","Naked Gun 33 1/3: The Final Insult","Feature Film","Peter Segal","6.4","83","1994","comedy, crime","68469","1994-03-18","http://www.imdb.com/title/tt0110622/"
"391","tt0822832","Fri Nov 18 04:45:50 2011","Fri Nov 18 04:45:50 2011","","Marley & Me","Feature Film","David Frankel","7.1","115","2008","comedy, drama, family, romance","104134","2008-12-25","http://www.imdb.com/title/tt0822832/"
"392","tt1704614","Fri Nov 18 04:46:09 2011","Fri Nov 18 04:46:09 2011","","Marley & Me: The Puppy Years","Video","Michael Damian","3.7","86","2011","comedy, family","1377","2011-06-01","http://www.imdb.com/title/tt1704614/"
"393","tt1014775","Fri Nov 18 04:46:51 2011","Fri Nov 18 04:46:51 2011","","Beverly Hills Chihuahua","Feature Film","Raja Gosnell","3.7","91","2008","adventure, comedy, drama, family, romance","16686","2008-09-18","http://www.imdb.com/title/tt1014775/"
"394","tt1482393","Fri Nov 18 04:46:59 2011","Fri Nov 18 04:46:59 2011","","Beverly Hills Chihuahua 2","Video","Alex Zamm","4.4","85","2011","adventure, comedy, family","1904","2011-02-01","http://www.imdb.com/title/tt1482393/"
"395","tt0477347","Fri Nov 18 04:48:01 2011","Fri Nov 18 04:48:01 2011","","Night at the Museum","Feature Film","Shawn Levy","6.4","108","2006","action, adventure, comedy, family, fantasy","199418","2006-12-17","http://www.imdb.com/title/tt0477347/"
"396","tt1078912","Fri Nov 18 04:48:12 2011","Fri Nov 18 04:48:12 2011","","Night at the Museum: Battle of the Smithsonian","Feature Film","Shawn Levy","5.9","105","2009","action, adventure, comedy, family, fantasy","110172","2009-05-14","http://www.imdb.com/title/tt1078912/"
"397","tt0101414","Fri Nov 18 04:53:51 2011","Fri Nov 18 04:53:51 2011","","Beauty and the Beast","Feature Film","Gary Trousdale, Kirk Wise","8.0","84","1991","animation, family, fantasy, musical, romance","258397","1991-09-29","http://www.imdb.com/title/tt0101414/"
"398","tt0118692","Fri Nov 18 04:54:27 2011","Fri Nov 18 04:54:27 2011","","Beauty and the Beast: The Enchanted Christmas","Video","Andy Knight","6.1","72","1997","animation, family, fantasy, music, musical","5159","1997-11-11","http://www.imdb.com/title/tt0118692/"
"399","tt0167038","Fri Nov 18 04:54:42 2011","Fri Nov 18 04:54:42 2011","","Belle's Magical World","Video","Bob Kline, Cullen Blaine","5.6","92","1998","animation, comedy, family, fantasy, music","1220","1998-02-17","http://www.imdb.com/title/tt0167038/"
"400","tt0042332","Fri Nov 18 05:01:38 2011","Fri Nov 18 05:01:38 2011","","Cinderella","Feature Film","Clyde Geronimi, Wilfred Jackson","7.3","74","1950","animation, family, fantasy, musical, romance","89124","1950-02-15","http://www.imdb.com/title/tt0042332/"
"401","tt0291082","Fri Nov 18 05:01:51 2011","Fri Nov 18 05:01:51 2011","","Cinderella II: Dreams Come True","Video","John Kafka","4.9","73","2002","animation, family, fantasy, romance","5717","2002-02-23","http://www.imdb.com/title/tt0291082/"
"402","tt0465940","Fri Nov 18 05:01:59 2011","Fri Nov 18 05:01:59 2011","","Cinderella III: A Twist in Time","Video","Frank Nissen","6.0","70","2007","animation, family, fantasy, musical, romance","4830","2007-02-06","http://www.imdb.com/title/tt0465940/"
"403","tt0356470","Fri Nov 18 05:02:12 2011","Fri Nov 18 05:02:12 2011","","A Cinderella Story","Feature Film","Mark Rosman","5.8","95","2004","comedy, family, romance","53881","2004-07-10","http://www.imdb.com/title/tt0356470/"
"404","tt1071358","Fri Nov 18 05:02:20 2011","Fri Nov 18 05:02:20 2011","","Another Cinderella Story","Video","Damon Santostefano","5.9","90","2008","comedy, musical, romance","15578","2008-02-27","http://www.imdb.com/title/tt1071358/"
"405","tt1814614","Fri Nov 18 05:02:24 2011","Fri Nov 18 05:02:24 2011","","A Cinderella Story: Once Upon a Song","Video","Damon Santostefano","6.1","88","2011","comedy, family, romance","7161","2011-09-06","http://www.imdb.com/title/tt1814614/"
"406","tt0093177","Fri Nov 18 05:03:04 2011","Fri Nov 18 05:03:04 2011","","Hellraiser","Feature Film","Clive Barker","7.1","94","1987","horror","68009","1987-05-13","http://www.imdb.com/title/tt0093177/"
"407","tt0095294","Fri Nov 18 05:03:22 2011","Fri Nov 18 05:03:22 2011","","Hellbound: Hellraiser II","Feature Film","Tony Randel","6.5","97","1988","horror, thriller","26736","1988-09-09","http://www.imdb.com/title/tt0095294/"
"408","tt0104409","Fri Nov 18 05:03:28 2011","Fri Nov 18 05:03:28 2011","","Hellraiser III: Hell on Earth","Feature Film","Anthony Hickox","5.4","93","1992","horror","17888","1992-09-11","http://www.imdb.com/title/tt0104409/"
"409","tt0116514","Fri Nov 18 05:03:41 2011","Fri Nov 18 05:03:41 2011","","Hellraiser: Bloodline","Feature Film","Alan Smithee, Alan Smithee","5.0","85","1996","horror, sci_fi","12758","1996-03-08","http://www.imdb.com/title/tt0116514/"
"410","tt0229440","Fri Nov 18 05:03:46 2011","Fri Nov 18 05:03:46 2011","","Hellraiser: Inferno","Video","Scott Derrickson","5.6","99","2000","crime, horror, mystery, thriller","9598","2000-10-03","http://www.imdb.com/title/tt0229440/"
"411","tt0274546","Fri Nov 18 05:03:52 2011","Fri Nov 18 05:03:52 2011","","Hellraiser: Hellseeker","Video","Rick Bota","5.1","89","2002","horror, mystery, thriller","7123","2002-10-15","http://www.imdb.com/title/tt0274546/"
"412","tt0337636","Fri Nov 18 05:04:19 2011","Fri Nov 18 05:04:19 2011","","Hellraiser: Deader","Video","Rick Bota","4.6","88","2005","horror, mystery, thriller","5688","2005-06-07","http://www.imdb.com/title/tt0337636/"
"413","tt0354623","Fri Nov 18 05:04:24 2011","Fri Nov 18 05:04:24 2011","","Hellraiser: Hellworld","Video","Rick Bota","4.2","91","2005","horror","6019","2005-09-06","http://www.imdb.com/title/tt0354623/"
"414","tt1716747","Fri Nov 18 05:04:38 2011","Fri Nov 18 05:04:38 2011","","Hellraiser: Revelations","Feature Film","Víctor García","2.8","75","2011","horror","3931","2011-03-18","http://www.imdb.com/title/tt1716747/"
"415","tt0887261","Fri Nov 18 05:05:45 2011","Fri Nov 18 05:05:45 2011","","Hellraiser","Feature Film","","","","????","horror","","","http://www.imdb.com/title/tt0887261/"
"416","tt0103919","Fri Nov 18 05:07:21 2011","Fri Nov 18 05:07:21 2011","","Candyman","Feature Film","Bernard Rose","6.6","99","1992","drama, horror, mystery, thriller","46580","1992-09-11","http://www.imdb.com/title/tt0103919/"
"417","tt0112625","Fri Nov 18 05:07:27 2011","Fri Nov 18 05:07:27 2011","","Candyman: Farewell to the Flesh","Feature Film","Bill Condon","5.3","93","1995","horror","6930","1995-03-17","http://www.imdb.com/title/tt0112625/"
"418","tt0165662","Fri Nov 18 05:07:32 2011","Fri Nov 18 05:07:32 2011","","Candyman: Day of the Dead","Video","Turi Meyer","4.3","93","1999","horror, thriller","3474","1999-07-09","http://www.imdb.com/title/tt0165662/"
"419","tt0263488","Fri Nov 18 05:07:49 2011","Fri Nov 18 05:07:49 2011","","Jeepers Creepers","Feature Film","Victor Salva","6.1","90","2001","horror","75477","2001-07-20","http://www.imdb.com/title/tt0263488/"
"420","tt0301470","Fri Nov 18 05:08:07 2011","Fri Nov 18 05:08:07 2011","","Jeepers Creepers II","Feature Film","Victor Salva","5.5","104","2003","horror, thriller","39864","2003-08-08","http://www.imdb.com/title/tt0301470/"
"421","tt1139592","Fri Nov 18 05:08:38 2011","Fri Nov 18 05:08:38 2011","","Jeepers Creepers III","Feature Film","Victor Salva","","","????","horror, mystery, thriller","","","http://www.imdb.com/title/tt1139592/"
"422","tt0357507","Fri Nov 18 05:09:02 2011","Fri Nov 18 05:09:02 2011","","Boogeyman","Feature Film","Stephen Kay","4.1","89","2005","drama, horror, mystery, thriller","24395","2005-02-04","http://www.imdb.com/title/tt0357507/"
"423","tt0900357","Fri Nov 18 05:09:15 2011","Fri Nov 18 05:09:15 2011","","Boogeyman 2","Feature Film","Jeff Betancourt","5.1","93","2007","drama, horror, thriller","5993","2007-10-20","http://www.imdb.com/title/tt0900357/"
"424","tt1204883","Fri Nov 18 05:09:29 2011","Fri Nov 18 05:09:29 2011","","Boogeyman 3","Video","Gary Jones","4.9","94","2008","horror, thriller","3480","2008-10-18","http://www.imdb.com/title/tt1204883/"
"425","tt0080464","Fri Nov 18 05:10:03 2011","Fri Nov 18 05:10:03 2011","","The Boogey Man","Feature Film","Ulli Lommel","4.4","82","1980","horror","2508","1980-11-07","http://www.imdb.com/title/tt0080464/"
"426","tt0085266","Fri Nov 18 05:10:08 2011","Fri Nov 18 05:10:08 2011","","Revenge of the Boogeyman","Feature Film","Bruce Starr","1.9","79","1983","horror","749","1983-08-24","http://www.imdb.com/title/tt0085266/"
"427","tt0162889","Fri Nov 18 05:10:21 2011","Fri Nov 18 05:10:21 2011","","Return of the Boogeyman","Video","Deland Nuse","1.4","76","1994","horror","306","1994-05-05","http://www.imdb.com/title/tt0162889/"
"428","tt0114194","Fri Nov 18 05:10:45 2011","Fri Nov 18 05:10:45 2011","","The Prophecy","Feature Film","Gregory Widen","6.6","98","1995","action, fantasy, horror, mystery, thriller","22719","1995-03","http://www.imdb.com/title/tt0114194/"
"429","tt0118643","Fri Nov 18 05:10:56 2011","Fri Nov 18 05:10:56 2011","","The Prophecy II","Video","Greg Spence","5.8","87","1998","fantasy, horror, thriller","5326","1998-01-20","http://www.imdb.com/title/tt0118643/"
"430","tt0183678","Fri Nov 18 05:11:05 2011","Fri Nov 18 05:11:05 2011","","The Prophecy 3: The Ascent","Video","Patrick Lussier","5.6","84","2000","fantasy, horror, thriller","3726","2000-03-14","http://www.imdb.com/title/tt0183678/"
"431","tt0365658","Fri Nov 18 05:12:57 2011","Fri Nov 18 05:12:57 2011","","The Prophecy: Uprising","Video","Joel Soisson","5.4","88","2005","thriller, action, fantasy, horror","1576","2005-06-07","http://www.imdb.com/title/tt0365658/"
"432","tt0439771","Fri Nov 18 05:13:25 2011","Fri Nov 18 05:13:25 2011","","The Prophecy: Forsaken","Video","Joel Soisson","4.6","75","2005","fantasy, horror, thriller","1071","2005-09-06","http://www.imdb.com/title/tt0439771/"
"433","tt0421073","Fri Nov 18 05:13:55 2011","Fri Nov 18 05:13:55 2011","","Street Kings","Feature Film","David Ayer","6.8","109","2008","action, crime, drama, thriller","89171","2008-04-03","http://www.imdb.com/title/tt0421073/"
"434","tt1707687","Fri Nov 18 05:14:00 2011","Fri Nov 18 05:14:00 2011","","Street Kings 2: Motor City","Video","Chris Fisher","4.9","92","2011","crime, drama, thriller","2400","2011-04-19","http://www.imdb.com/title/tt1707687/"
"435","tt0257076","Fri Nov 18 05:14:21 2011","Fri Nov 18 05:14:21 2011","","S.W.A.T.","Feature Film","Clark Johnson","6.0","117","2003","action, crime, thriller","110312","2003-08-08","http://www.imdb.com/title/tt0257076/"
"436","tt1621429","Fri Nov 18 05:14:29 2011","Fri Nov 18 05:14:29 2011","","S.W.A.T.: Firefight","Video","Benny Boom","5.4","89","2011","action, crime, thriller","6865","2011-03-01","http://www.imdb.com/title/tt1621429/"
"437","tt0075005","Fri Nov 18 05:15:38 2011","Fri Nov 18 05:15:38 2011","","The Omen","Feature Film","Richard Donner","7.6","111","1976","drama, horror, mystery","71109","1976-06-06","http://www.imdb.com/title/tt0075005/"
"438","tt0077394","Fri Nov 18 05:15:51 2011","Fri Nov 18 05:15:51 2011","","Damien: Omen II","Feature Film","Don Taylor","6.2","107","1978","drama, horror","19783","1978-06-05","http://www.imdb.com/title/tt0077394/"
"439","tt0082377","Fri Nov 18 05:16:00 2011","Fri Nov 18 05:16:00 2011","","The Final Conflict","Feature Film","Graham Baker","5.5","108","1981","horror","12457","1981-03-20","http://www.imdb.com/title/tt0082377/"
"440","tt0102585","Fri Nov 18 05:16:05 2011","Fri Nov 18 05:16:05 2011","","Omen IV: The Awakening","TV Movie","Jorge Montesi, Dominique Othenin-Girard","3.8","97","1991","horror, mystery, thriller","4116","1991-05-20","http://www.imdb.com/title/tt0102585/"
"441","tt0466909","Fri Nov 18 05:16:26 2011","Fri Nov 18 05:16:26 2011","","The Omen","Feature Film","John Moore","5.5","110","2006","horror, mystery, thriller","45588","2006-06-06","http://www.imdb.com/title/tt0466909/"
"442","tt0462590","Fri Nov 18 05:17:18 2011","Fri Nov 18 05:17:18 2011","","Step Up","Feature Film","Anne Fletcher","6.5","104","2006","crime, drama, music, romance","77855","2006-08-07","http://www.imdb.com/title/tt0462590/"
"443","tt1023481","Fri Nov 18 05:17:29 2011","Fri Nov 18 05:17:29 2011","","Step Up 2: The Streets","Feature Film","Jon M. Chu","6.2","98","2008","drama, music, musical, romance","60086","2008-02-14","http://www.imdb.com/title/tt1023481/"
"444","tt1193631","Fri Nov 18 05:17:42 2011","Fri Nov 18 05:17:42 2011","","Step Up 3D","Feature Film","Jon M. Chu","6.2","107","2010","drama, music, romance","41757","2010-08-04","http://www.imdb.com/title/tt1193631/"
